,date,Country,cases_total,cases_recovered,cases_fatal,cases_active,day,Population,GDP_per_Capita,health_exp_percgdp,Hosp_beds,PP,Haz,CF,OF
28740,4/26/2020,France,162280,44903,22830,94547,57,65273000,40496.4,11.26,5.9,1448.485591,9.69773E-12,0.140682771,0.337058745
28741,4/27/2020,France,165966,45513,23267,97186,58,65273000,40496.4,11.26,5.9,1488.915784,5.64705E-11,0.140191364,0.338281477
28742,4/28/2020,France,169098,46886,23634,98578,59,65273000,40496.4,11.26,5.9,1510.241601,4.79831E-11,0.139765107,0.335138968
28743,4/29/2020,France,167643,48228,24060,95355,60,65273000,40496.4,11.26,5.9,1460.86437,-2.2291E-11,0.143519264,0.332835325
28744,4/30/2020,France,168861,49476,24349,95036,61,65273000,40496.4,11.26,5.9,1455.977203,1.86601E-11,0.144195522,0.329820522
28745,5/1/2020,France,169387,50212,24566,94609,62,65273000,40496.4,11.26,5.9,1449.435448,8.05846E-12,0.145028839,0.328519083
28746,5/2/2020,France,170179,50663,24763,94753,63,65273000,40496.4,11.26,5.9,1451.641567,1.21337E-11,0.145511491,0.328308541
28747,5/3/2020,France,170540,50885,24898,94757,64,65273000,40496.4,11.26,5.9,1451.702848,5.53062E-12,0.145995074,0.328543341
28748,5/4/2020,France,171102,51476,25204,94422,65,65273000,40496.4,11.26,5.9,1446.570558,8.60999E-12,0.147303947,0.328690662
28749,5/5/2020,France,172219,52842,25537,93840,66,65273000,40496.4,11.26,5.9,1437.65416,1.71127E-11,0.148282129,0.325814313
28750,5/6/2020,France,176355,54079,25812,96464,67,65273000,40496.4,11.26,5.9,1477.854549,6.33646E-11,0.146363868,0.32309021
28751,5/7/2020,France,177096,55191,25991,95914,68,65273000,40496.4,11.26,5.9,1469.428401,1.13523E-11,0.146762208,0.320157178
28752,5/8/2020,France,177627,55892,26233,95502,69,65273000,40496.4,11.26,5.9,1463.116449,8.13506E-12,0.147685881,0.319427702
28753,5/9/2020,France,178156,56148,26313,95695,70,65273000,40496.4,11.26,5.9,1466.073262,8.10442E-12,0.147696401,0.3190963
28754,5/10/2020,France,178405,56327,26383,95695,71,65273000,40496.4,11.26,5.9,1466.073262,3.81475E-12,0.147882627,0.318981985
28755,5/11/2020,France,178719,56835,26646,95238,72,65273000,40496.4,11.26,5.9,1459.071898,4.81056E-12,0.149094388,0.319186402
28756,5/12/2020,France,179472,57898,26994,94580,73,65273000,40496.4,11.26,5.9,1448.99116,1.15362E-11,0.150407863,0.317980493
28757,5/13/2020,France,179993,58786,27079,94128,74,65273000,40496.4,11.26,5.9,1442.066398,7.98186E-12,0.15044474,0.315367146
28758,5/14/2020,France,180635,59719,27430,93486,75,65273000,40496.4,11.26,5.9,1432.230785,9.83561E-12,0.151853185,0.314748305
28759,5/15/2020,France,181148,60562,27532,93054,76,65273000,40496.4,11.26,5.9,1425.612428,7.8593E-12,0.151986221,0.312529798
28760,5/16/2020,France,181563,60562,27630,93371,77,65273000,40496.4,11.26,5.9,1430.468953,6.35791E-12,0.152178583,0.313293723
28761,5/17/2020,France,181703,61327,28113,92263,78,65273000,40496.4,11.26,5.9,1413.494094,2.14484E-12,0.154719515,0.314322451
28762,5/18/2020,France,182147,61843,28242,92062,79,65273000,40496.4,11.26,5.9,1410.41472,6.8022E-12,0.155050591,0.313503913
28763,5/19/2020,France,182648,62678,28025,91945,80,65273000,40496.4,11.26,5.9,1408.622248,7.67546E-12,0.153437213,0.308975447
28764,5/20/2020,France,183130,63472,28136,91522,81,65273000,40496.4,11.26,5.9,1402.141774,7.38437E-12,0.153639491,0.307134748
28765,5/21/2020,France,183397,63976,28218,91203,82,65273000,40496.4,11.26,5.9,1397.254608,4.09051E-12,0.153862931,0.306071979
28766,5/22/2020,France,184153,64327,28366,91460,83,65273000,40496.4,11.26,5.9,1401.191917,1.15821E-11,0.15403496,0.306020951
28767,5/23/2020,France,184699,64665,28452,91582,84,65273000,40496.4,11.26,5.9,1403.06099,8.36487E-12,0.15404523,0.305551081
28768,5/24/2020,France,184260,64735,28372,91153,85,65273000,40496.4,11.26,5.9,1396.488594,-6.7256E-12,0.153978074,0.304724672
28769,5/25/2020,France,184585,65317,28461,90807,86,65273000,40496.4,11.26,5.9,1391.187781,4.97909E-12,0.154189127,0.303493357
28770,5/26/2020,France,184840,65997,28598,90245,87,65273000,40496.4,11.26,5.9,1382.577789,3.90667E-12,0.154717594,0.302320419
28771,5/27/2020,France,185012,66702,28599,89711,88,65273000,40496.4,11.26,5.9,1374.396764,2.63509E-12,0.154579162,0.30009129
28772,5/28/2020,France,188355,67309,28666,92380,89,65273000,40496.4,11.26,5.9,1415.286566,5.12157E-11,0.152191341,0.298681948
28773,5/29/2020,France,188949,67921,28717,92311,90,65273000,40496.4,11.26,5.9,1414.229467,9.10024E-12,0.15198281,0.297160537
28774,5/30/2020,France,190744,68386,28774,93584,91,65273000,40496.4,11.26,5.9,1433.732171,2.74999E-11,0.150851403,0.296150679
28775,5/31/2020,France,190975,68473,28805,93697,92,65273000,40496.4,11.26,5.9,1435.463362,3.53898E-12,0.150831261,0.296110117
28776,6/1/2020,France,191382,68558,28837,93987,93,65273000,40496.4,11.26,5.9,1439.90624,6.23535E-12,0.150677702,0.296082961
88282,3/1/2020,United Kingdom,94,0,8,86,1,67886000,42328.9,10,2.5,1.266829685,-2.81778E-09,0.085106383,1
88283,3/2/2020,United Kingdom,134,0,8,126,2,67886000,42328.9,10,2.5,1.856052794,5.89223E-13,0.059701493,1
88284,3/3/2020,United Kingdom,189,0,8,181,3,67886000,42328.9,10,2.5,2.66623457,8.10182E-13,0.042328042,1
88285,3/4/2020,United Kingdom,246,0,8,238,4,67886000,42328.9,10,2.5,3.505877501,8.39643E-13,0.032520325,1
88286,3/5/2020,United Kingdom,295,0,8,287,5,67886000,42328.9,10,2.5,4.227675809,7.21798E-13,0.027118644,1
88287,3/6/2020,United Kingdom,374,1,8,365,6,67886000,42328.9,10,2.5,5.376660873,1.16372E-12,0.021390374,0.888888889
88288,3/7/2020,United Kingdom,429,2,18,409,7,67886000,42328.9,10,2.5,6.024806293,8.10182E-13,0.041958042,0.9
88289,3/8/2020,United Kingdom,483,2,18,463,8,67886000,42328.9,10,2.5,6.82025749,7.95451E-13,0.037267081,0.9
88290,3/9/2020,United Kingdom,630,3,18,609,9,67886000,42328.9,10,2.5,8.97092184,2.16539E-12,0.028571429,0.857142857
88291,3/10/2020,United Kingdom,889,7,19,863,10,67886000,42328.9,10,2.5,12.71248858,3.81522E-12,0.021372328,0.730769231
88292,3/11/2020,United Kingdom,1301,7,19,1275,11,67886000,42328.9,10,2.5,18.78148661,6.069E-12,0.014604151,0.730769231
88293,3/12/2020,United Kingdom,1790,9,19,1762,12,67886000,42328.9,10,2.5,25.95527797,7.20325E-12,0.010614525,0.678571429
88294,3/13/2020,United Kingdom,2270,10,19,2241,13,67886000,42328.9,10,2.5,33.0112247,7.07068E-12,0.008370044,0.655172414
88295,3/14/2020,United Kingdom,2634,29,19,2586,14,67886000,42328.9,10,2.5,38.09327402,5.36193E-12,0.007213364,0.395833333
88296,3/15/2020,United Kingdom,3077,43,19,3015,15,67886000,42328.9,10,2.5,44.41269187,6.52565E-12,0.006174846,0.306451613
88297,3/16/2020,United Kingdom,3692,66,21,3605,16,67886000,42328.9,10,2.5,53.10373273,9.05931E-12,0.005687974,0.24137931
88298,3/17/2020,United Kingdom,4462,83,53,4326,17,67886000,42328.9,10,2.5,63.72447927,1.13425E-11,0.011878082,0.389705882
88299,3/18/2020,United Kingdom,5468,118,68,5282,18,67886000,42328.9,10,2.5,77.80691159,1.4819E-11,0.012435991,0.365591398
88300,3/19/2020,United Kingdom,6534,164,68,6302,19,67886000,42328.9,10,2.5,92.83210087,1.57028E-11,0.010407101,0.293103448
88301,3/20/2020,United Kingdom,7792,196,68,7528,20,67886000,42328.9,10,2.5,110.8917892,1.85311E-11,0.008726899,0.257575758
88302,3/21/2020,United Kingdom,9007,254,68,8685,21,67886000,42328.9,10,2.5,127.9350676,1.78977E-11,0.007549684,0.211180124
88303,3/22/2020,United Kingdom,10395,289,67,10039,22,67886000,42328.9,10,2.5,147.8802699,2.0446E-11,0.006445406,0.188202247
88304,3/23/2020,United Kingdom,12744,365,67,12312,23,67886000,42328.9,10,2.5,181.3628731,3.46021E-11,0.005257376,0.155092593
88305,3/24/2020,United Kingdom,15126,513,140,14473,24,67886000,42328.9,10,2.5,213.1956515,3.50882E-11,0.009255586,0.2143951
88306,3/25/2020,United Kingdom,17843,704,140,16999,25,67886000,42328.9,10,2.5,250.4050909,4.0023E-11,0.007846214,0.165876777
88307,3/26/2020,United Kingdom,20970,886,150,19934,26,67886000,42328.9,10,2.5,293.6393365,4.60625E-11,0.007153076,0.144787645
88308,3/27/2020,United Kingdom,24219,1174,151,22894,27,67886000,42328.9,10,2.5,337.2418466,4.78596E-11,0.006234774,0.113962264
88309,3/28/2020,United Kingdom,27062,1466,151,25445,28,67886000,42328.9,10,2.5,374.8195504,4.1879E-11,0.00557978,0.093382808
88310,3/29/2020,United Kingdom,29954,1679,151,28124,29,67886000,42328.9,10,2.5,414.2827682,4.26008E-11,0.005041063,0.082513661
88311,3/30/2020,United Kingdom,34281,2053,171,32057,30,67886000,42328.9,10,2.5,472.2181304,6.37392E-11,0.004988186,0.076888489
88312,3/31/2020,United Kingdom,38815,2457,179,36179,31,67886000,42328.9,10,2.5,532.9375718,6.67884E-11,0.004611619,0.067905918
88313,4/1/2020,United Kingdom,43789,3130,179,40480,32,67886000,42328.9,10,2.5,596.2937866,7.32699E-11,0.004087785,0.054094893
88314,4/2/2020,United Kingdom,48718,3787,192,44739,33,67886000,42328.9,10,2.5,659.0313172,7.2607E-11,0.003941048,0.04825333
88315,4/3/2020,United Kingdom,53699,4524,208,48967,34,67886000,42328.9,10,2.5,721.3121999,7.3373E-11,0.003873443,0.043956044
88316,4/4/2020,United Kingdom,57772,5281,215,52276,35,67886000,42328.9,10,2.5,770.0556816,5.99976E-11,0.003721526,0.03911936
88317,4/5/2020,United Kingdom,61422,5882,229,55311,36,67886000,42328.9,10,2.5,814.762985,5.37666E-11,0.003728306,0.037473409
88318,4/6/2020,United Kingdom,66738,6452,287,59999,37,67886000,42328.9,10,2.5,883.8199334,7.83078E-11,0.004300399,0.042587921
88319,4/7/2020,United Kingdom,72224,7557,325,64342,38,67886000,42328.9,10,2.5,947.7948325,8.08119E-11,0.004499889,0.04123319
88320,4/8/2020,United Kingdom,77387,8589,345,68453,39,67886000,42328.9,10,2.5,1008.352238,7.6054E-11,0.004458113,0.038616521
88321,4/9/2020,United Kingdom,82293,9706,359,72228,40,67886000,42328.9,10,2.5,1063.960169,7.22682E-11,0.004362461,0.035668157
88322,4/10/2020,United Kingdom,86660,10829,588,75243,41,67886000,42328.9,10,2.5,1108.37286,6.43284E-11,0.006785137,0.051502146
88323,4/11/2020,United Kingdom,90273,11673,622,77978,42,67886000,42328.9,10,2.5,1148.66099,5.32216E-11,0.006890211,0.050589671
88324,4/12/2020,United Kingdom,93812,12330,626,80856,43,67886000,42328.9,10,2.5,1191.055593,5.21315E-11,0.00667292,0.048317382
88325,4/13/2020,United Kingdom,98017,13055,304,84658,44,67886000,42328.9,10,2.5,1247.06125,6.19421E-11,0.003101503,0.022756194
88326,4/14/2020,United Kingdom,102365,14135,323,87907,45,67886000,42328.9,10,2.5,1294.920897,6.40486E-11,0.003155375,0.022340573
88327,4/15/2020,United Kingdom,107465,15019,368,92078,46,67886000,42328.9,10,2.5,1356.362137,7.51259E-11,0.003424371,0.023916293
88328,4/16/2020,United Kingdom,112808,16059,375,96374,47,67886000,42328.9,10,2.5,1419.644698,7.87055E-11,0.003324232,0.022818547
88329,4/17/2020,United Kingdom,117798,16973,394,100431,48,67886000,42328.9,10,2.5,1479.406652,7.35056E-11,0.003344709,0.022686705
88330,4/18/2020,United Kingdom,122534,18081,414,104039,49,67886000,42328.9,10,2.5,1532.554577,6.9764E-11,0.003378654,0.022384428
88331,4/19/2020,United Kingdom,126394,18514,436,107444,50,67886000,42328.9,10,2.5,1582.712194,5.686E-11,0.003449531,0.023007916
88332,4/20/2020,United Kingdom,131260,19090,446,111724,51,67886000,42328.9,10,2.5,1645.759067,7.1679E-11,0.003397836,0.022829648
88333,4/21/2020,United Kingdom,136035,20314,638,115083,52,67886000,42328.9,10,2.5,1695.239077,7.03385E-11,0.004689969,0.030450554
88334,4/22/2020,United Kingdom,141540,21171,683,119686,53,67886000,42328.9,10,2.5,1763.043927,8.10918E-11,0.004825491,0.03125286
88335,4/23/2020,United Kingdom,146708,21855,712,124141,54,67886000,42328.9,10,2.5,1828.66865,7.61276E-11,0.004853178,0.031550494
88336,4/24/2020,United Kingdom,151689,22873,724,128092,55,67886000,42328.9,10,2.5,1886.869163,7.3373E-11,0.004772924,0.030681866
88337,4/25/2020,United Kingdom,155453,23689,774,130990,56,67886000,42328.9,10,2.5,1929.558377,5.54459E-11,0.004978997,0.031639619
88338,4/26/2020,United Kingdom,158926,24053,778,134095,57,67886000,42328.9,10,2.5,1975.296821,5.11593E-11,0.00489536,0.031331803
88339,4/27/2020,United Kingdom,163630,24376,807,138447,58,67886000,42328.9,10,2.5,2039.404295,6.92926E-11,0.004931858,0.032045427
88340,4/28/2020,United Kingdom,168357,25347,813,142197,59,67886000,42328.9,10,2.5,2094.643962,6.96314E-11,0.004829024,0.031077982
88341,4/29/2020,United Kingdom,173807,26118,857,146832,60,67886000,42328.9,10,2.5,2162.92019,8.02816E-11,0.004930757,0.031770158
88342,4/30/2020,United Kingdom,178771,26754,859,151158,61,67886000,42328.9,10,2.5,2226.644669,7.31226E-11,0.00480503,0.031108536
88343,5/1/2020,United Kingdom,183501,27454,892,155155,62,67886000,42328.9,10,2.5,2285.522788,6.96756E-11,0.004861009,0.031468285
88344,5/2/2020,United Kingdom,186731,28039,896,157796,63,67886000,42328.9,10,2.5,2324.426244,4.75798E-11,0.004798346,0.030965958
88345,5/3/2020,United Kingdom,189708,28292,901,160515,64,67886000,42328.9,10,2.5,2364.478685,4.38529E-11,0.004749404,0.030863563
88346,5/4/2020,United Kingdom,193091,28565,910,163616,65,67886000,42328.9,10,2.5,2410.158206,4.98335E-11,0.004712804,0.030873622
88347,5/5/2020,United Kingdom,196780,29290,926,166564,66,67886000,42328.9,10,2.5,2453.58395,5.43411E-11,0.004705763,0.030646015
88348,5/6/2020,United Kingdom,200616,29937,934,169745,67,67886000,42328.9,10,2.5,2500.441917,5.65065E-11,0.004655661,0.030254932
88349,5/7/2020,United Kingdom,204387,30395,970,173022,68,67886000,42328.9,10,2.5,2548.714021,5.5549E-11,0.004745899,0.030926192
88350,5/8/2020,United Kingdom,207439,30975,997,175467,69,67886000,42328.9,10,2.5,2584.730283,4.49577E-11,0.004806232,0.031183536
88351,5/9/2020,United Kingdom,209589,31250,1001,177338,70,67886000,42328.9,10,2.5,2612.291194,3.16707E-11,0.004776014,0.031037797
88352,5/10/2020,United Kingdom,211911,31467,1002,179442,71,67886000,42328.9,10,2.5,2643.28433,3.42044E-11,0.0047284,0.030860205
88353,5/11/2020,United Kingdom,215500,31655,1015,182830,72,67886000,42328.9,10,2.5,2693.191527,5.2868E-11,0.004709977,0.031068258
88354,5/12/2020,United Kingdom,218895,32270,1023,185602,73,67886000,42328.9,10,2.5,2734.024688,5.00103E-11,0.004673474,0.03072718
88355,5/13/2020,United Kingdom,222195,32718,1032,188445,74,67886000,42328.9,10,2.5,2775.903721,4.86109E-11,0.004644569,0.030577778
88356,5/14/2020,United Kingdom,224813,33071,1043,190699,75,67886000,42328.9,10,2.5,2809.106443,3.85647E-11,0.004639411,0.030573958
88357,5/15/2020,United Kingdom,227334,33422,1047,192865,76,67886000,42328.9,10,2.5,2841.012875,3.71358E-11,0.004605558,0.03037512
88358,5/16/2020,United Kingdom,229406,33833,1058,194515,77,67886000,42328.9,10,2.5,2865.318328,3.05218E-11,0.004611911,0.030323006
88359,5/17/2020,United Kingdom,231232,33900,1058,196274,78,67886000,42328.9,10,2.5,2891.229414,2.6898E-11,0.004575491,0.030264889
88360,5/18/2020,United Kingdom,233809,34046,1090,198673,79,67886000,42328.9,10,2.5,2926.56807,3.79607E-11,0.004661925,0.031022313
88361,5/19/2020,United Kingdom,236867,34547,1099,201221,80,67886000,42328.9,10,2.5,2964.101582,4.50461E-11,0.004639735,0.030830949
88362,5/20/2020,United Kingdom,239579,34876,1116,203587,81,67886000,42328.9,10,2.5,2998.954129,3.99493E-11,0.004658171,0.03100689
88363,5/21/2020,United Kingdom,242133,35149,1134,205850,82,67886000,42328.9,10,2.5,3032.289426,3.76219E-11,0.004683376,0.031254306
88364,5/22/2020,United Kingdom,244174,35440,1142,207592,83,67886000,42328.9,10,2.5,3057.950093,3.00651E-11,0.004676993,0.031217539
88365,5/23/2020,United Kingdom,245682,35660,1149,208873,84,67886000,42328.9,10,2.5,3076.819963,2.22137E-11,0.004676777,0.031215192
88366,5/24/2020,United Kingdom,247037,36039,1151,209847,85,67886000,42328.9,10,2.5,3091.167546,1.99599E-11,0.004659221,0.03094918
88367,5/25/2020,United Kingdom,248650,36143,1161,211346,86,67886000,42328.9,10,2.5,3113.248682,2.37604E-11,0.004669214,0.031122668
88368,5/26/2020,United Kingdom,250309,36274,1161,212874,87,67886000,42328.9,10,2.5,3135.757004,2.4438E-11,0.004638267,0.031013757
88369,5/27/2020,United Kingdom,252118,36696,1166,214256,88,67886000,42328.9,10,2.5,3156.114663,2.66476E-11,0.004624819,0.030796049
88370,5/28/2020,United Kingdom,253854,37039,1167,215648,89,67886000,42328.9,10,2.5,3176.619627,2.55723E-11,0.004597131,0.030544941
88371,5/29/2020,United Kingdom,255362,37313,1172,216877,90,67886000,42328.9,10,2.5,3194.723507,2.22137E-11,0.004589563,0.030453423
88372,5/30/2020,United Kingdom,256469,37467,1187,217815,91,67886000,42328.9,10,2.5,3208.540789,1.63067E-11,0.00462824,0.030708335
88373,5/31/2020,United Kingdom,257539,37527,1190,218822,92,67886000,42328.9,10,2.5,3223.374481,1.57617E-11,0.004620659,0.030735852
88374,6/1/2020,United Kingdom,258983,37613,1221,220149,93,67886000,42328.9,10,2.5,3242.921957,2.1271E-11,0.004714595,0.03144152
88375,6/2/2020,United Kingdom,260453,37863,1224,221366,94,67886000,42328.9,10,2.5,3260.849071,2.16539E-11,0.004699504,0.031314759
88376,6/3/2020,United Kingdom,261802,38117,1212,222473,95,67886000,42328.9,10,2.5,3277.15582,1.98715E-11,0.004629453,0.030816954
88377,6/4/2020,United Kingdom,263040,38247,1219,223574,96,67886000,42328.9,10,2.5,3293.374186,1.82365E-11,0.004634276,0.030887346
88378,6/5/2020,United Kingdom,264150,38505,1228,224417,97,67886000,42328.9,10,2.5,3305.792063,1.63509E-11,0.004648874,0.0309063
88379,6/6/2020,United Kingdom,264944,38648,1230,225066,98,67886000,42328.9,10,2.5,3315.352208,1.16961E-11,0.00464249,0.030844074
88380,6/7/2020,United Kingdom,265662,38702,1239,225721,99,67886000,42328.9,10,2.5,3325.000737,1.05766E-11,0.004663821,0.031020756
88381,6/8/2020,United Kingdom,266756,38749,1255,226752,100,67886000,42328.9,10,2.5,3340.187962,1.61153E-11,0.004704674,0.031371863
88382,6/9/2020,United Kingdom,267915,38946,1257,227712,101,67886000,42328.9,10,2.5,3354.329317,1.70727E-11,0.004691787,0.031266323
88383,6/10/2020,United Kingdom,269101,39110,1269,228722,102,67886000,42328.9,10,2.5,3369.2072,1.74705E-11,0.004715702,0.031427227
88384,6/11/2020,United Kingdom,270108,39186,1278,229644,103,67886000,42328.9,10,2.5,3382.788793,1.48337E-11,0.004731441,0.03158363
88385,6/12/2020,United Kingdom,271162,39317,1282,230563,104,67886000,42328.9,10,2.5,3396.326194,1.5526E-11,0.004727801,0.031577132
88386,6/13/2020,United Kingdom,272050,39424,1283,231343,105,67886000,42328.9,10,2.5,3407.816045,1.30808E-11,0.004716045,0.031517921
88387,6/14/2020,United Kingdom,272857,39451,1283,232123,106,67886000,42328.9,10,2.5,3419.305895,1.18876E-11,0.004702097,0.03149703
88388,6/15/2020,United Kingdom,273888,39480,1284,233124,107,67886000,42328.9,10,2.5,3434.051203,1.51872E-11,0.004688048,0.031498381
88389,6/16/2020,United Kingdom,274971,39600,1293,234078,108,67886000,42328.9,10,2.5,3448.104175,1.59532E-11,0.004702314,0.031619104
88390,6/17/2020,United Kingdom,275970,39710,1304,234956,109,67886000,42328.9,10,2.5,3461.037622,1.47158E-11,0.004725151,0.031794022
88391,6/18/2020,United Kingdom,276990,39777,1313,235900,110,67886000,42328.9,10,2.5,3474.943287,1.50252E-11,0.004740243,0.031954247
88392,6/19/2020,United Kingdom,277974,39861,1319,236794,111,67886000,42328.9,10,2.5,3488.112424,1.44949E-11,0.004745048,0.032030112
88393,6/20/2020,United Kingdom,278640,39932,1319,237389,112,67886000,42328.9,10,2.5,3496.877118,9.81056E-12,0.004733707,0.031974982
88394,6/21/2020,United Kingdom,279264,39963,1319,237982,113,67886000,42328.9,10,2.5,3505.61235,9.19188E-12,0.004723129,0.031950971
88395,6/22/2020,United Kingdom,280156,39976,1322,238858,114,67886000,42328.9,10,2.5,3518.516336,1.31397E-11,0.0047188,0.032011235
88396,6/23/2020,United Kingdom,281038,40070,1330,239638,115,67886000,42328.9,10,2.5,3530.006187,1.29924E-11,0.004732456,0.032125604
88397,6/24/2020,United Kingdom,281815,40157,1345,240313,116,67886000,42328.9,10,2.5,3539.949327,1.14457E-11,0.004772635,0.032408077
88398,6/25/2020,United Kingdom,282512,40256,1361,240895,117,67886000,42328.9,10,2.5,3548.522523,1.02672E-11,0.004817494,0.032702982
88399,6/26/2020,United Kingdom,283151,40333,1363,241455,118,67886000,42328.9,10,2.5,3556.771647,9.41284E-12,0.004813686,0.032688987
88400,6/27/2020,United Kingdom,283785,40373,1364,242048,119,67886000,42328.9,10,2.5,3565.506879,9.33919E-12,0.004806456,0.032680835
88401,6/28/2020,United Kingdom,284192,40404,1364,242424,120,67886000,42328.9,10,2.5,3571.045576,5.99535E-12,0.004799572,0.032656579
88402,6/29/2020,United Kingdom,284812,40425,1368,243019,121,67886000,42328.9,10,2.5,3579.81027,9.13296E-12,0.004803168,0.032732754
88403,6/30/2020,United Kingdom,285216,40479,1370,243367,122,67886000,42328.9,10,2.5,3584.936511,5.95115E-12,0.004803377,0.032736744
88404,7/1/2020,United Kingdom,285279,40576,1372,243331,123,67886000,42328.9,10,2.5,3584.40621,9.28026E-13,0.004809327,0.032707161
88405,7/2/2020,United Kingdom,285285,40617,1373,243295,124,67886000,42328.9,10,2.5,3583.87591,8.83835E-14,0.004812731,0.032698261
88406,7/3/2020,United Kingdom,285787,40666,1375,243746,125,67886000,42328.9,10,2.5,3590.5194,7.39475E-12,0.004811276,0.032706168
88407,7/4/2020,United Kingdom,286412,40698,1375,244339,126,67886000,42328.9,10,2.5,3599.254633,9.20661E-12,0.004800777,0.032681292
88408,7/5/2020,United Kingdom,286931,40717,1375,244839,127,67886000,42328.9,10,2.5,3606.619922,7.64517E-12,0.004792093,0.03266654
88409,7/6/2020,United Kingdom,287290,40728,1375,245187,128,67886000,42328.9,10,2.5,3611.746163,5.28828E-12,0.004786105,0.032658005
88410,7/7/2020,United Kingdom,287874,40782,1375,245717,129,67886000,42328.9,10,2.5,3619.553369,8.60266E-12,0.004776395,0.032616173
88411,7/8/2020,United Kingdom,288511,40839,1378,246294,130,67886000,42328.9,10,2.5,3628.052912,9.38338E-12,0.004776248,0.032640879
88412,7/9/2020,United Kingdom,289154,40870,1378,246906,131,67886000,42328.9,10,2.5,3637.068026,9.47176E-12,0.004765627,0.032616929
88413,7/10/2020,United Kingdom,289678,40904,1378,247396,132,67886000,42328.9,10,2.5,3644.286009,7.71882E-12,0.004757006,0.032590701
88414,7/11/2020,United Kingdom,290504,40921,1378,248205,133,67886000,42328.9,10,2.5,3656.203046,1.21675E-11,0.00474348,0.032577602
88415,7/12/2020,United Kingdom,291154,40930,1378,248846,134,67886000,42328.9,10,2.5,3665.645347,9.57488E-12,0.00473289,0.032570672
88416,7/13/2020,United Kingdom,291691,40940,1384,249367,135,67886000,42328.9,10,2.5,3673.319978,7.91032E-12,0.004744747,0.032700123
88417,7/14/2020,United Kingdom,292931,40984,1385,250562,136,67886000,42328.9,10,2.5,3690.923018,1.82659E-11,0.004728076,0.032688994
88418,7/15/2020,United Kingdom,293469,41010,1386,251073,137,67886000,42328.9,10,2.5,3698.450343,7.92505E-12,0.004722816,0.032691763
88419,7/16/2020,United Kingdom,294116,41034,1403,251679,138,67886000,42328.9,10,2.5,3707.377073,9.53068E-12,0.004770227,0.033060772
88420,7/17/2020,United Kingdom,294803,41060,1403,252340,139,67886000,42328.9,10,2.5,3717.113985,1.01199E-11,0.00475911,0.033040529
88421,7/18/2020,United Kingdom,295632,41069,1413,253150,140,67886000,42328.9,10,2.5,3729.045753,1.22116E-11,0.004779591,0.033261146
88422,7/19/2020,United Kingdom,296358,41080,1413,253865,141,67886000,42328.9,10,2.5,3739.578116,1.06944E-11,0.004767882,0.033252536
88423,7/20/2020,United Kingdom,296944,41090,1413,254441,142,67886000,42328.9,10,2.5,3748.062929,8.63212E-12,0.004758473,0.033244712
88424,7/21/2020,United Kingdom,297389,41115,1414,254860,143,67886000,42328.9,10,2.5,3754.235041,6.55511E-12,0.004754715,0.033247901
88425,7/22/2020,United Kingdom,297952,41132,1416,255404,144,67886000,42328.9,10,2.5,3762.248475,8.29332E-12,0.004752443,0.03328006
88426,7/23/2020,United Kingdom,298731,41141,1425,256165,145,67886000,42328.9,10,2.5,3773.458445,1.14751E-11,0.004770178,0.033477423
88427,7/24/2020,United Kingdom,299500,41173,1425,256902,146,67886000,42328.9,10,2.5,3784.314881,1.13278E-11,0.00475793,0.033452275
88428,7/25/2020,United Kingdom,300270,41188,1427,257655,147,67886000,42328.9,10,2.5,3795.407006,1.13425E-11,0.00475239,0.033485862
88429,7/26/2020,United Kingdom,301020,41196,1434,258390,148,67886000,42328.9,10,2.5,3806.23398,1.10479E-11,0.004763803,0.033638283
88430,7/27/2020,United Kingdom,301708,41199,1437,259072,149,67886000,42328.9,10,2.5,3816.280235,1.01346E-11,0.004762883,0.033703912
88431,7/28/2020,United Kingdom,302261,41220,1438,259603,150,67886000,42328.9,10,2.5,3824.102171,8.14601E-12,0.004757478,0.033709972
88432,7/29/2020,United Kingdom,303063,41254,1438,260371,151,67886000,42328.9,10,2.5,3835.415255,1.18139E-11,0.004744888,0.033683126
88433,7/30/2020,United Kingdom,303910,41254,1438,261218,152,67886000,42328.9,10,2.5,3847.892054,1.24768E-11,0.004731664,0.033683126
88434,7/31/2020,United Kingdom,304793,41274,1439,262080,153,67886000,42328.9,10,2.5,3860.589812,1.30071E-11,0.004721237,0.033689977
88435,8/1/2020,United Kingdom,305562,41287,1441,262834,154,67886000,42328.9,10,2.5,3871.696668,1.13278E-11,0.004715901,0.033724958
88436,8/2/2020,United Kingdom,306309,41292,1444,263573,155,67886000,42328.9,10,2.5,3882.582565,1.10037E-11,0.004714194,0.033788843
88437,8/3/2020,United Kingdom,307251,41293,1445,264513,156,67886000,42328.9,10,2.5,3896.429308,1.38762E-11,0.004702995,0.03381066
88438,8/4/2020,United Kingdom,307926,41311,1445,265170,157,67886000,42328.9,10,2.5,3906.107298,9.94314E-12,0.004692686,0.033796426
88439,8/5/2020,United Kingdom,308832,41325,1446,266061,158,67886000,42328.9,10,2.5,3919.232242,1.33459E-11,0.004682157,0.033807954
88440,8/6/2020,United Kingdom,309796,41343,1447,267006,159,67886000,42328.9,10,2.5,3933.152638,1.42003E-11,0.004670816,0.033816312
